62 9 90 69 2
75 23 88 111 2
63 23 82 53 2
79 39 97 111 2
46 6 82 51 2
79 32 105 127 2
65 21 80 74 2
77 30 108 93 2
84 18 99 106 2
60 21 93 81 2
67 21 88 60 2
66 41 93 83 2
50 0 93 81 2
65 30 93 85 2
73 29 93 104 2
74 18 82 67 2
83 33 103 101 2
70 33 108 90 2
49 17 80 71 2
60 21 75 83 2
127 59 125 118 2
79 26 103 86 2
75 48 103 95 2
48 9 88 79 2
57 64 101 90 2
55 8 77 58 2
77 39 77 93 2
49 9 77 44 2
81 44 114 106 2
61 9 82 56 2
81 29 95 72 2
85 42 108 101 2
53 12 97 78 2
62 12 82 53 2
85 42 114 95 2
59 3 88 85 2
60 41 93 92 2
67 17 82 76 2
76 15 103 92 2
60 20 82 60 2
83 29 114 81 2
67 20 97 78 2
60 35 103 83 2
54 12 77 56 2
62 29 103 81 2
51 21 77 62 2
85 33 112 101 2
61 11 77 53 2
65 27 105 92 2
63 12 90 60 2
103 39 127 104 2
63 17 101 71 2
82 56 125 106 2
80 47 123 109 2
53 17 103 71 2
86 29 110 101 2
72 29 95 72 2
66 38 105 81 2
74 38 105 85 2
67 26 97 88 2
66 29 95 71 2
76 44 125 109 2
71 17 80 67 2
88 48 103 116 2
60 11 93 72 2
60 50 110 115 2
79 21 86 68 2
94 38 105 97 2
71 23 86 71 2
83 42 112 93 2
59 11 86 72 2
86 64 121 102 2
52 20 99 67 2
89 17 99 92 2
71 14 86 77 2
92 59 125 101 2
71 29 99 79 2
93 60 121 95 2
62 21 86 72 2
80 45 112 104 2
57 24 90 76 2
86 39 116 88 2
80 41 95 78 2
68 23 108 77 2
75 20 67 68 2
88 51 114 90 2
76 29 101 76 2
110 59 121 102 2
70 36 93 80 2
79 29 121 99 2
68 45 93 99 2
44 24 82 71 2
98 41 101 99 2
52 14 77 66 2
74 30 80 99 2
85 32 95 81 2
82 42 123 115 2
53 32 88 69 2
90 48 125 99 2
65 15 97 59 2
106 44 125 111 2
57 39 97 77 2
77 47 108 116 2
70 9 90 78 2
68 18 93 76 2
85 39 108 108 2
60 26 86 88 2
82 45 88 95 2
